,expediente,tipo de contrato,estado,importe,fechas,organo de contratacion
542,"541/2020/560
Suministro, por lotes, para la instalación y puesta en marcha de diverso equipamiento para la modernización del sistema de información de la calidad ambiental de A Coruña, cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del programa operativo plurirregional de España 2014-2020","Suministros
Adquisición",Resuelta,"218.884,30","Publicación PLACSP:
Adjudicación:27/11/2020
Formalización:31/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
543,"526/2020/22
Servicio de desarrollo del itinerario formativo “Dinamización de Actividades de Tiempo Libre Educativo Infantil y Juvenil” del proyecto “Coruña Suma”, cofinanciado por el Fondo Social Europeo","Servicios
Servicios de educación y formación profesional",Resuelta,"170.442,56","Publicación PLACSP:
Adjudicación:20/11/2020
Formalización:30/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
544,"831/2019/21
Contratación, por lotes, del suministro de ropa de uniformidad para el Servicio de Prevención y Extinción de Incendios y Salvamento (SEIS)","Suministros
Adquisición",Resuelta,"20.661,16","Publicación PLACSP:
Adjudicación:22/12/2020
Formalización:30/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
545,"521/2020/246
Suministro de elementos de mobiliario urbano para su posterior colocación en las vías públicas del término municipal de A Coruña","Suministros
Adquisición",Resuelta,"107.434,35","Publicación PLACSP:
Adjudicación:20/11/2020
Formalización:23/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
546,"521/2020/624
Procedimiento simplificado abreviado para la contratación de obras incluidas en el proyecto denominado “Área de juegos calle Maastricht, presupuestos participativos 2018""","Obras
Otras construcciones especializadas",Adjudicada,"44.736,78","Publicación PLACSP:
Adjudicación:18/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
547,"521/2018/849
procedemento simplificado abreviado contratación para contratar las obras de ampliación y reforma del parque infantil de Pedralonga”,","Obras
Otras instalaciones de edificios y obras",Adjudicada,"51.652,39","Publicación PLACSP:
Adjudicación:18/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
548,"106/2020/15
Redacción del proyecto y dirección de obras de construcción de edficio de viviendas de protección en parcela Z-37 del Parque Ofimático","Servicios
Otros servicios",Adjudicada,"377.956,80","Publicación PLACSP:
Adjudicación:16/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
549,"6A3/2018/2
Servicio de asistencia técnica para la implementación y ejecución de la Estrategia de Desarrollo Urbano Sostenible (Eidus-Coruña) cofinanciada en un 80% por el FEDER","Servicios
Otros servicios",Resuelta,"94.421,48","Publicación PLACSP:
Adjudicación:20/11/2020
Formalización:20/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
550,"244/2020/235
Procedimiento simplificado abreviado para el servicio de elaboración, maquetación e impresión de un manual de recursos didácticos para el Servicio de Consumo centrado en buenos hábitos de alimentación y nutrición, que tendrá carácter divulgativo para un colectivo específico, el de los alumnos de ESO, ordinariamente entre los 12 y los 16 años de edad","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"17.095,95","Publicación PLACSP:
Adjudicación:17/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
551,"CI1/2019/170
Servicio de dinamización didáctica del Museo Arqueológico e Histórico (Castillo de San Antón, Castro de Elviña y estructuras defensivas de la ciudad)","Servicios
Servicios de esparcimiento, culturales y deportivos",Adjudicada,"14.875,10","Publicación PLACSP:
Adjudicación:27/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
552,"CI1/2020/213
Suministro de material de reposición para los instrumentos de la Banda Municipal","Suministros
Adquisición",Resuelta,"8.395,04","Publicación PLACSP:
Adjudicación:08/12/2020
Formalización:11/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
553,"GEY/2020/80
Suministro, por lotes y precios unitarios, de papel blanco tamaño A3 y A4 (lote I) y de material de imprenta (lote II) para el Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"39.674,00","Publicación PLACSP:
Adjudicación:24/11/2020
Formalización:11/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
554,"GEY/2019/285
Ejecución de las obras descritas en el Proyecto de Conservación del lucernario de la escalera de honor.","Obras
Construcción de cubiertas y estructuras de cerramiento",Resuelta,"64.693,92","Publicación PLACSP:
Adjudicación:19/11/2020
Formalización:10/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
555,"527/2019/19
Servicio de limpieza de las instalaciones del Centro Municipal de Empresas ACCEDE Papagaio situadas en la Plaza del Papagaio s/n y del Centro Municipal de Empresas de Agrela situadas en la Calle Galileo Galilei, 62, Polígono de Agrela, que fomente la estabilidad en el empleo y el respeto al medio ambiente en su ejecución","Servicios
Servicios de limpieza de edificios y servicios de administración de bienes raíces",Resuelta,"24.716,28","Publicación PLACSP:
Adjudicación:04/03/2020
Formalización:28/05/2020",Junta de Gobierno del Ayuntamiento de A Coruña
556,"526/2020/59
Procedimiento simplificado abreviado para el arrendamiento sin opción de compra de un vehículo tipo furgoneta mixta de carga y 5 pasajeros necesaria para e correcto funcionamiento del Centro Municipal de Empleo sito en Los Rosales, en la Carretera de los Fuertes, 16, -CP 15011 A Coruña, dependiente del Servicio Municipal de Empleo y Empresa","Suministros
Alquiler",Resuelta,"5.227,20","Publicación PLACSP:
Desistimiento:07/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
557,"525/2020/73
Procedimiento simplificado abreviado para la organización, realización y difusión de acciones para dinamizar los mercados municipales durante el periodo navideño","Servicios
Servicios de esparcimiento, culturales y deportivos",Adjudicada,"9.789,57","Publicación PLACSP:
Adjudicación:04/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
558,"510/2020/84
Procedimiento Simplificado abreviado para la contratación del Servicio de dinamización de las zonas comerciales de los barrios en el período navideño 2020","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"28.962,40","Publicación PLACSP:
Adjudicación:04/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
559,"106/2019/158
Obras comprendidas en el proyecto de reforma para la mejora de accesibilidad de tres viviendas municipales situadas en el grupo de Nuestra Señora del Carmen","Obras
Construcción",Adjudicada,"124.332,58","Publicación PLACSP:
Adjudicación:19/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
560,"236/2020/28
Obras comprendidas en el proyecto de “Reforma de las fachadas del CEIP Raquel Camacho (fase 1)”","Obras
Otras instalaciones de edificios y obras",Resuelta,"244.270,32","Publicación PLACSP:
Adjudicación:20/11/2020
Formalización:04/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
561,"000/2020/5
Servicio de catering que se servirá para miembros de la corporación y personal de apoyo con motivo de la celebración de plenos ordinarios","Servicios
Servicios de hostelería y restaurante",Resuelta,"6.768,00","Publicación PLACSP:
Adjudicación:02/12/2020
Formalización:03/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
562,"525/2020/26
Otorgamiento de concesiones administrativas del uso privativo de 32 puestos en los mercados municipales de abastos coruñeses",Administrativo especial,Resuelta,"0,00","Publicación PLACSP:
Adjudicación:18/11/2020
Formalización:02/12/2020",Junta de Gobierno del Ayuntamiento de A Coruña
563,"430/2020/4
Suministro, por lotes, de combustible de calefacción y agua caliente sanitaria a centros e instalaciones del Ayuntamiento de A Coruña","Suministros
Adquisición",Resuelta,"887.947,36","Publicación PLACSP:
Adjudicación:21/10/2020
Formalización:30/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
564,"526/2019/19
Contratación de 25 lotes del servicio de itinerarios formativos del Servicio Municipal de Empleo en el marco del proyecto “Coruña Suma”, cofinanciado por el Fondo Social Europeo","Servicios
Servicios de educación y formación profesional",Resuelta,"2.196.122,63","Publicación PLACSP:
Adjudicación:11/03/2020
Formalización:10/06/2020",Junta de Gobierno del Ayuntamiento de A Coruña
565,"100/2018/24
Servicio para el desarrollo, soporte y mantenimiento de la plataforma de B.I. (Business Intelligence) del Ayuntamiento de A Coruña","Servicios
Servicios de mantenimiento y reparación",Adjudicada,"181.818,18","Publicación PLACSP:
Adjudicación:18/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
566,"851/2019/94
Servicio de mantenimiento y reparación de vehículos del Parque Móvil municipal","Servicios
Servicios de mantenimiento y reparación",Resuelta,"37.190,08","Publicación PLACSP:
Adjudicación:08/10/2020
Formalización:21/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
567,"100/2020/6
Contratación de Servicios de nube pública en modalidad multicloud para el despliegue de servicios digitales a la ciudadanía","Servicios
Servicios de telecomunicación",Adjudicada,"99.173,60","Publicación PLACSP:
Adjudicación:13/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
568,"851/2020/17
Servicio de vigilancia de la Estación de Autobuses","Servicios
Servicios de investigación y seguridad, excepto los servicios de furgones blindados",Resuelta,"156.893,17","Publicación PLACSP:
Adjudicación:20/10/2020
Formalización:18/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
569,"861/2020/155
Contratación, por lotes, del suministro de dos vehículos sin distintivos: uno para la unidad de tráfico-disciplina vial y uno para la jefatura de la policía local","Suministros
Adquisición",Resuelta,"57.024,79","Publicación PLACSP:
Adjudicación:17/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
570,"541/2019/1888
Prestación del servicio de servicio de vigilancia –sin armas- del Parque de Bens","Servicios
Servicios de investigación y seguridad, excepto los servicios de furgones blindados",Resuelta,"119.462,00","Publicación PLACSP:
Adjudicación:17/09/2020
Formalización:13/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
571,"211/2019/361
Proyecto de ejecución de vestuarios, campo de fútbol de hierba artificial y cierre perimetral en Eirís","Obras
Construcción",Resuelta,"1.011.500,00","Publicación PLACSP:
Adjudicación:21/10/2020
Formalización:13/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
572,"525/2020/15
Procedimiento simplificado abreviado para el servicio de limpieza de las instalaciones municipales de las galerías comerciales de Adormideras","Servicios
Servicios de limpieza de edificios y servicios de administración de bienes raíces",Adjudicada,"12.642,83","Publicación PLACSP:
Adjudicación:11/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
573,"541/2020/679
Procedimiento simplificado abreviado para el suministro de 9 escaleras para acceder a los nichos del cementerio","Suministros
Adquisición",Adjudicada,"27.272,72","Publicación PLACSP:
Adjudicación:09/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
574,"851/2020/73
Obras comprendidas en el proyecto de “mejoras de seguridad y accesibilidad en itinerarios escolares, cofinanciadas en un 80% por el Fondo Europeo de Desarrollo Regional (FEDER) en el marco del programa operativo plurirregional de España 2014-2020”","Obras
Otras construcciones especializadas",Resuelta,"198.346,87","Publicación PLACSP:
Adjudicación:21/10/2020
Formalización:09/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
575,"211/2020/73
Obras comprendidas en el proyecto de “Reforma de la cubierta de la Piscina de Riazor”","Obras
Otras instalaciones de edificios y obras",Resuelta,"263.368,00","Publicación PLACSP:
Adjudicación:03/11/2020
Formalización:09/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
576,"106/2019/168
Servicio de conservación y mantenimiento de 20 aparatos elevadores instalados en el grupo de Viviendas Municipales Nuestra Señora del Carmen y en el grupo de Viviendas Municipales Plaza Luis Rodríguez Lago","Servicios
Servicios de mantenimiento y reparación",Resuelta,"21.600,00","Publicación PLACSP:
Adjudicación:02/10/2020
Formalización:06/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
577,"526/2020/26
Procedimiento abierto simplificado de tramitación abreviada del servicio de auditoría externa para el seguimiento financiero del proyecto “Coruña Suma” (AP-POEFE), a celebrar a lo largo de las anualidades 2020 y 2021.","Servicios
Servicios de contabilidad, auditoría y teneduría de libros",Adjudicada,"6.760,00","Publicación PLACSP:
Adjudicación:04/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
578,"244/2020/377
Procedimiento simplificado abreviado para la contratación del servicio para la organización, gestión y ejecución de la tienda solidaria de Navidad.","Servicios
Otros servicios",Adjudicada,"16.792,55","Publicación PLACSP:
Adjudicación:03/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
579,"521/2020/380
Diseño, suministro e instalación del alumbrado ornamental temporal navideño y de carnaval","Servicios
Otros servicios",Resuelta,"413.223,14","Publicación PLACSP:
Adjudicación:08/10/2020
Formalización:04/11/2020",Junta de Gobierno del Ayuntamiento de A Coruña
